step	mse
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
3	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
4	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
5	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
6	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
7	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
8	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
9	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
10	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
11	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
12	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
13	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
14	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
15	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
16	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
17	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
18	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
19	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
20	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
21	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
22	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
23	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
24	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
25	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
26	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
27	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
28	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
29	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
30	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
31	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
32	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
33	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
34	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
35	28.699005
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
36	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
37	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
38	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
39	23.597376
