step	r2
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
2	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
3	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
4	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
5	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
6	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
7	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
8	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
9	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
10	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
11	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
12	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
13	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
14	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
15	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
16	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
17	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
18	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
19	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
20	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
21	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
22	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
23	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
24	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
25	-4.608251205762404
