step	mae
15	4.8561015
15	4.8561015
15	4.8561015
15	4.8561015
15	4.8561015
15	4.8561015
15	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
16	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
17	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
18	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
19	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
20	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
21	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
22	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
23	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
24	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
25	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
26	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
27	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
28	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
29	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
30	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
31	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
32	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
33	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
34	4.8561015
